Nome da Empresa;Categoria;website;Qtd Funcionários;Data da Fundação;Localização
ThriveCore Group;Capital de risco e participações privadas;http://www.thrivecore.com.br;11-50;Sem informação;Avenida Paulista, 726, 17º andar, São Paulo, SP 01310-910,
socialmedia-florianopolis;Marketing e publicidade;https://www.socialmedia-florianopolis.com.br/;2-10;2016;Florianópolis, Santa Catarina 88063710,
Guilherme Damaceno Fotografia;Fotografia;https://guilhermedamaceno.com/;2-10;2019;São Paulo, São Paulo
Fernanda Balster Fotografia;Fotografia;http://www.fernandabalster.com.br;0-1;2015;Avenida das Américas 1245, Rio de Janeiro, RJ 22631-000,
Coutinho Negócios;Imobiliário;http://www.rcoutinhodeoliveir.wixsite.com/coutinhonegocios;2-10;2013;São Paulo, SP 03631020,
Foim Fotografias Imobiliárias;Fotografia;http://foim.com.br;2-10;2011;Rua Hermes Fontes, 23, Curitiba, Paraná 80440070,
Alex Caldeira Fotografia;Fotografia;http://www.alexcaldeira.com.br;0;2014;São Caetano do Sul, 09551050,
FAZEMOS! Conteúdo e Imagem;Fotografia;https://www.fazemos.art.br/;2-10;2015;Rua Conde D'Eu, Recife, Pernambuco 50050470,
Luckey Imoveis;Imobiliário;https://luckey.com.br;0;2019;São Paulo, São Paulo 04561004,
CODICASA;Administração de serviços;https://www.facebook.com/codicasabr/;11-50;2014;São Paulo , 05426100,
Estúdio Ashalaya;Fotografia;https://www.estudioashalaya.com/;2-10;2015;Avenida Buriti 620, Florianópolis, Santa Catarina 88034-500,
Visualize Imóveis;Imobiliário;http://visualize.im;2-10;2020;Porto Alegre,
Decore & Cia;Imobiliário;http://www.decoreecia.com.br;2-10;Sem informação;Rua Nicolau Martins Teixeira, 423, Assis, São Paulo 19814180,
Corretor Sem Limites;Imobiliário;https://corretorsemlimites.com.br;0;Sem informação;Rio De Janeiro, Rio de Janeiro 22775-056,
R3 imagens aéreas;Fotografia;https://r3imagensaereas.com;2-10;2018;Rua Luiz Leopoldo Landal, 1317, Curitiba, Paraná 81050-120,
Anúncio Profissa;Fotografia;http://www.anuncioprofissa.com.br;0;2019;Rua Antônio Gomes da Silva 106, São Paulo, SP 02378-160,
Imóvel Virtual 360;Imobiliário;https://imovelvirtual360.com.br/;2-10;2016;São Paulo,
KlickSpace;Imobiliário;http://www.klickspace.com.r;11-50;2016;São Paulo,
IMOBI4.1;Administração de serviços;http://www.imobi41.com;0;2016;Rua Coronel André Belo 640, Porto Alegre, Rio Grande do Sul 90110-020,
Estúdio Aires;Fotografia;11999119438;2-10;2021;Rua Doutor Celso Dario Guimarães, São Paulo, São Paulo 05655-030,
Vian Imóveis;Imobiliário;http://www.vianimoveis.com.br;0-1;2014;Av Ângelo Macalos, 1596, espumoso, RS 99400-000,
STILLCONDE FOTOGRAFIA;Fotografia;http://www.condesbox.com/stillconde;0-1;2019;Brasília,
Imaugem;Fotografia;+5513997993855;0;2019;Rua Santos 87, Guarujá, São Paulo 11410-330,
Diego Pinto Ramos;Fotografia;http://fotografiaimobiliaria.com.br;0;Sem informação;R Jeronimo Coelho, 30, Apt 122, Porto Alegre, Rio Grande Do Sul 90010-240,
Veiling Holambra;Logística e cadeia de suprimentos;http://www.veiling.com.br/;1.001-5.000;1989;Rodovia SP-107, km 27, S/N Zona Rural, SP, Santo Antônio de Posse , SP 13834-899,
Bolsa Nacional de ICMS;Serviços da informação;https://bnicms.com.br;11-50;2010;Rua Tuiuti 2530, 1740 , cj.64, SAO PAULO, SP 03307-000,
OpenDoors.NET;Serviços da informação;https://www.opendoors.net.br;2-10;2019;Alameda Rio Negro, 503, Barueri, São Paulo 06454000,
XLZ | Antecipação de Recebíveis;Serviços financeiros;https://www.xlz.com.br/;11-50;2018;Avenida Rebouças 1585, 1º andar, São Paulo, São Paulo 05401-200,
Grupo Painel Fiscal - Bolsa Nacional ICMS;Serviços da informação;http://www.painelfiscal.com.br;11-50;Sem informação;Sem informação
Butkus Consultoria e Serviços;Consultoria de gerenciamento;https://butkus.com.br;0-1;2020;Rua Zildênia 1166, Sala 01, Eusébio, Ceará 61760-000,
Câmbio Pronto;Serviços financeiros;http://www.cambiopronto.com.br;2-10;2019;São Paulo, SP 01316-010,
KTM Divulgação e Produção Artística Ltda.;Música;http://www.ktmdivulgacao.com.br;11-50;2010;Rua Dom João V, São Paulo, SP
MR7 Bank;Serviços financeiros;http://www.mr7bank.com.br;201-500;2021;Avenida Brasília 2121, 12° Andar, SL.1211, Araçatuba, São Paulo 16015-460,
SMN Advogados;Serviços jurídicos;https://advsn.com.br/;11-50;2006;Sem informação
Ever Solar Distribuidora, Banco Solar, Clube Solar Marketplace;Bancos;http://www.ever.eco.br;11-50;2012;Rodovia Coronel Polícia Militar Nelson Tranchesi 740, Bloco 500, Galpão 30, Itapevi, São Paulo 06696-110,
Shilinkert Advogados;Serviços jurídicos;http://www.shilinkert.adv.br;11-50;1999;Rua São Bento, 365, 11º andar, São Paulo, SP 01011-100,
Nethomes;Imobiliário;http://www.nethomes.com.br;2-10;Sem informação;Avenida Azenha 925, Porto Alegre, Rio Grande do Sul 90160-000,
Nido;Saúde, bem-estar e educação física;http://nido.app.br;11-50;Sem informação;Natal, RN
Teto Próprio Negócios Imobiliários;Imobiliário;http://www.tetoproprio.com.br;11-50;2021;Avenida Brigadeiro Faria Lima 2013, 7° andar - Conj. 7C, São Paulo, São Paulo 01452-001,
FUNSAT;Política pública;http://www.campogrande.ms.gov.br/funsat/;201-500;2001;Rua 14 de Julho, 992, Campo Grande, Mato Grosso do Sul, Campo Grande, Mato Grosso do Sul 79004-393,
Painel Contábil;Contabilidade;http://painelcontabil.cnt.br;11-50;2021;Sem informação
Privilégio Imóveis;Imobiliário;http://www.privilegioimoveis.com.br;201-500;2014;Rio de Janeiro,
Clin;Internet;https://clin.com.br/;2-10;2017;Rua João Negrão 731, Curitiba, Paraná 80010-200,
ZOOMPAY;Serviços financeiros;http://www.zoompay.com.br;2-10;2018;Rua Cláudio Soares 72, 9º Andar - CJ 912 - Pinheiros, São Paulo, SP 05422-030,
Grupy - Juntos fazemos mais!;Administração de serviços;http://www.grupy.com.br;0;2018;Alameda Júlia da Costa, 102, Curitiba, Paraná 80410-070,
Hervé - Escritório de Estratégias de Negócios;Tecnologia da informação e serviços;https://www.herve.com.br;0;2004;Av. dos Eucaliptos, 65, 12, São Paulo, São paulo 04517-050,
SEMTRAD - Secretaria Municipal do Trabalho, Emprego e Desenvolvimento;Administração governamental;http://semtrad.manaus.am.gov.br/nossa-historia/;11-50;Sem informação;Av. Barcelos, Nº 625, Manaus, Amazonas 69020-200,
Via Permuta Curitiba;Administração de serviços;http://www.viapermuta.com.br;2-10;2020;Rua Santo Antônio, 590 , Loja 5, Curitiba, PR
Eder Content;Produção de mídia;http://www.edercontent.com.br/;11-50;2014;Rua Bruxelas, 126/101, São Paulo, SP 01259-020,
Planconsulting;Consultoria de gerenciamento;https://www.planconsulting.com.br;2-10;2020;Via das Magnólias, Cotia, São Paulo
MídiaUM Comunicação & Multimarketing;Marketing e publicidade;Inclui;11-50;2012;Rua Mal. Deodoro, 630 - Centro, Curitiba, Paraná 80010-010,
ProCompra;Internet;Inclui;11-50;2014;CJ 134 Modulo 3, São Paulo, SP 04037-002,
Green Imoveis Administração e Intermediação Imobiliaria Ltda;Imobiliário;http://www.greenimoveis.com.br;2-10;2010;Av. das Americas 2901 / 708, Rio de Janeiro, Rio de janeiro 22631002,
Casa Pleno Imóveis;Imobiliário;http://www.casaplenoimoveis.com.br;2-10;Sem informação;Rua Barão de Monte Alto 185, Belo Horizonte, Minas Gerais
85 Tecnologia;Tecnologia da informação e serviços;http://85app.com.br;201-500;2020;Av. Nilo Marcatto, 2150, Mogi das Cruzes, SP 08830-010,
Dot Brasil;Marketing e publicidade;1131818642;11-50;2001;Avenida Angélica 321, conj. 112/113, São Paulo, Sao Paulo 01227-000,
Pam Contábil, Assessoria e Contabilidade S/S;Contabilidade;http://www.pamcontabil.com.br/;11-50;2002;Rua Alfredo Pujol 328, Conjunto 12, São Paulo, São Paulo 02017-010,
Gconectta Negócios;Administração de serviços;http://www.gconectta.com.br;11-50;2010;Rua Araribóia, 292, Novo Hamburgo, RS 93310-350,
Agência PHE;Entretenimento;http://phe.art.br;11-50;2013;Rua Jerônimo Coelho 293, Sala 1202, Florianópolis, Santa Catarina 88010-030,
Dooplace Brasil;Imóveis comerciais;http://www.dooplace.com.br;2-10;Sem informação;Rua Visconde do Rio Branco 1488, 1010, Curitiba, Paraná 80420-210,
CobraCriada #InteligênciaEmRede;Marketing e publicidade;http://ninhodacobra.com.br;11-50;2015;SMPW 5, conjunto 5, 1D, Brasília, DF 71735505,
Vínculo Imóveis;Imobiliário;http://vinculoimoveis.com.br;11-50;1975;Av. Santos Dumont, 847 Centro, Uberaba, MG 38010370,
Tippou;Serviços financeiros;http://tippou.com;0;2019;Avenida Gisele Constantino 1850, Sala 418, 4º Andar, Votorantim, São Paulo 18110-650,
MySocial Digital;Arrecadação de recursos;https://mysocialdigital.com/;2-10;2020;São Paulo, SP
NEW-e;Organizações de pesquisa e orientação;https://new-e.co;2-10;2012;Porto Alegre, RS 90430-010,
FEVER;Imobiliário;http://www.fever.com.br;11-50;2018;Porto Alegre, Rio Grande do Sul 90510001,
4House;Imobiliário;http://www.4houseimoveis.com.br/;2-10;2014;Avenida Engenheiro Luis Carlos Berrini 1140 | 7 andar, São Paulo, São Paulo
ARC - SOLUÇÕES EMPRESARIAIS;Serviços financeiros;http://www.arcsolucoes.com;2-10;2009;Santa Rosa de Viterbo, São Paulo 14270-000,
Lida.app;Roupas e moda;http://lida.app;0;2019;Blumenau, Santa Catarina 89032-680,
MS Capital - Transferências Internacionais;Serviços financeiros;http://www.mscapital.com.br/;2-10;2014;São Paulo , São Paulo
GRUPO PATAMAR - Soluções Empresariais;Consultoria de gerenciamento;http://www.grupopatamar.com.br;11-50;2005;Rua Cremerie 216, Betim, Minas Gerais 32655-080,
SUPPORTO DIGITAL;Marketing e publicidade;http://www.supportodigital.com.br;2-10;2009;Rua Patrício Farias 101 , sala 603 - ITACORUBI, Florianópolis, SC 88034-132,
Ximenes Mídias;Marketing e publicidade;https://www.ximenesmidias.com.br;2-10;1990;Rua Almirante Giachetta 119, House, São Paulo, São Paulo 03427-080,
ESSENCE Comunicação Marketing & Eventos;Marketing e publicidade;51991484200;2-10;2020;Rua Mariante, 180, Porto Alegre, RS 90430181,
Glove APP;Seguros;http://glove.app.br/;0;2021;Rua Loefgren 1304, CJ 114, São Paulo, SP 04040-031,
Qlickseguros Insurtech MGA;Seguros;http://www.qlickseguros.com.br;11-50;2018;Rua Loefgren 1304, cj 114 - 11 andar, São Paulo, São Paulo 04040-001,
ATN SOLUTIONS;Contabilidade;http://www.atnsolutions.com.br;11-50;2014;Rua Engenheiro Villares da Silva, 160, Escritório Operacional 2, São Paulo, São Paulo 08215-320,
Grupo Vladia Gonçalves;Administração de serviços;https://grupovladiagoncalves.com.br/;11-50;2002;Rua Ministro Abner de Vasconcelos, 1437, Fortaleza, Ceará 60833-155,
AGS Leilões;Imobiliário;http://www.agsleiloes.com.br;2-10;2020;Rua José Debieux 35, cj. 158, São Paulo, São Paulo 02038-030,
MeuEmpregoSP;Serviços públicos;http://meuemprego.sp.gov.br;0;Sem informação;Rua Boa Vista 170, São Paulo,
SHE Group;Consultoria de gerenciamento;http://www.shegroup.com.br;2-10;2015;Rua Bento de Andrade, 638, Jd Paulista, São Paulo, SP 04503001,
ROS IMOVEIS - Desde 1976;Imobiliário;http://www.rosimoveis.com.br;11-50;1976;Rua Namy Deeke 99, Loja Terrea , Blumenau, Santa Catarina 89010-130,
FX4 Bank;Bancos;https://www.fx4bank.com.br/;11-50;2020;Avenida Paulista, n° 575, Jd. Paulista, São Paulo, São Paulo 01.311-911,
Maciel Associados®;Consultoria de gerenciamento;http://www.macielconsultoria.com.br;2-10;2015;Av. Paulista, 2064/2086, São Paulo, SP 01310-928,
Batcar Veículos: Veículos Premium, Carros Usados, Carros Seminovos, Brasília DF;Varejo;https://batcar.com.br/;11-50;2012;Sudoeste, Áreas Octogonais, Brasília , Distrito Federal 70660-620,
Udrink Brasil;Alimentos e bebidas;https://www.udrink.com.br/;2-10;2016;Praia de Botafogo, 190, Co-Working Space , Rio de Janeiro, Rio de Janeiro 22250900,
nerd2.me;Tecnologia da informação e serviços;http://nerd2.me;2-10;2016;Rua Kansas 1700, São Paulo, SP 04558-005,
CDM Corretora de Seguros;Seguros;http://www.cdmseguros.com.br;2-10;1989;Rua Joaquim Nabuco, 338, sala 09., Maringá, PR 87014100,
Trucks2You;Serviços para eventos;https://www.trucks2you.com/;11-50;Sem informação;Rua Ramos Batista, 198, SAO PAULO, SP 04552-020,
PUBLIQUE;Marketing e publicidade;https://www.crmsolucoesmktdigital.com;2-10;2014;Empresa OnLine, Campo Grande, MS 79031-900,
Captha Finanças e Soluções;Serviços financeiros;54.99902-3788;0;2009;Rua Luis Michielon, 465 - Bairro Cruzeiro, 2º Andar, Caxias do Sul, RS 95.074-000,
GW Technologies;Consultoria de gerenciamento;http://gwtechnologies.com.br;11-50;2014;Rua Marques de Lages, 1532, São Paulo, SP 04162-001,
K2 Agency;Entretenimento;http://www.k2agency.com.br;2-10;2011;Rua Maria Natália Teodoro, Cruzeiro, São Paulo 12702-050,
Wincred Intermediação Financeira;Serviços financeiros;https://wincred.com.br/;0;2021;Alameda Rio Negro 503, Sala 2301, Barueri, São Paulo 06454-000,
Têxtil Center Ltda;Software;http://www.textilcenter.com.br;11-50;2016;Curitiba, Paraná 80730180,
Heaven Group;Varejo;http://www.heavengroup.com.br;51-200;Sem informação;Rua Augusta 101, São Paulo, São paulo 01305-000,
Heaven Mídia;Produção de mídia;http://heavenmidia.com.br;0;Sem informação;Rua Augusta 101, São Paulo,
CR Reorganização Empresarial;Consultoria de gerenciamento;https://www.facebook.com/ReorganizacaoEmpresarial;0;2017;Rua Fernandes de Abreu, Itaim Bibi, 75 - S/L, São Paulo, Sao 04543-070,
Programmare;Tecnologia da informação e serviços;http://www.programmare.com.br;11-50;2014;Avenida Paulista 2202, 6° andar Sala 07, São Paulo, São Paulo 01310-932,
Mercada;Tecnologia da informação e serviços;http://www.mercada.com.br;11-50;2017;Avenida Carlos Gomes, 111, Porto Alegre, Rio Grande do Sul 90550-110,
Reismann Consultoria Financeira;Serviços financeiros;http://www.reismannconsultoria.com.br;2-10;2019;São Paulo, SP 04121-002,
Estância Projetos Editoriais;Produção de mídia;http://www.estanciaeditoriais.com.br;0;Sem informação;Poços de Caldas, MG 37701186,
DM Consulting - Consultoria e Treinamento;Treinamento e orientação profissional;http://www.dmconsultoria.esp.br;0-1;1994;São Paulo, São Paulo 04662002,
DUES CONSULTORIA EMPRESARIAL E CONTÁBIL;Contabilidade;http://www.dues.com.br;2-10;2018;Rua Padre Anchieta 2310 - bigorrilho, CJ 122 - 12º andar, Curitiba, Paraná 80730000,
Click Casa Nova Imobiliaria;Imobiliário;https://www.clickcasanova.com.br/;0;2020;Avenida Cassiano Ricardo 319, sala 508, Condomínio Pátio das Américas, São José dos Campos, Sao Paulo 12246-870,
GOBATHO PUBLICIDADE;Marketing e publicidade;https://www.facebook.com/gobathopublicidade/;2-10;2007;Rua Sílvio de Jorge, Araraquara, São Paulo
Cartório Postal - Jd Paulistano;Administração de serviços;http://www.agamadocumentos.com.br;2-10;2016;Av. Faria Lima, n° 1572 - Conj. 1619, São Paulo, São Paulo 01451-917,
DM8 Assessoria & Negócios Imobiliários;Imobiliário;http://www.dm8imobiliaria.com.br;2-10;2010;Rua Professor Manoel Saturnino do Amaral, Conjunto 05 , Campinas, São Paulo 13108-044,
CMC - Conquista da Minha Casa;Imobiliário;http://www.conquistadaminhacasa.com.br/;2-10;2019;Rua Wanderlei Junior 05, 1102, São José, Santa Catarina 88101010,
COLETIVA ORGANIZAÇÃO CONTÁBIL;Contabilidade;http://www.coletivacontabilidade.com.br/;2-10;2017;AV. JOSE FARIA DA ROCHA 2141, B, CONTAGEM, MG 32315-040,
LINKSIDE GROUP;Varejo;11;2-10;2018;Rua Mmdc, São Bernardo do Campo, São Paulo
PagTemporada;Imobiliário;http://pagtemporada.com.br;2-10;Sem informação;Juiz de Fora, Minas Gerais 36026090,
Vibra Corretor;Imobiliário;http://www.vibracorretor.com;0;Sem informação;Rua Mourato Coelho, 936, 6° andar, São Paulo, SP 05417-011,
SHOWCOMMERCE TECNOLOGIA;Tecnologia da informação e serviços;https://showcommerce.com.br;0;2013;SCN Quadra 4 Bloco B, Sala 702, Brasília, Distrito Federal 70714020,
Alcantara Corretora;Seguros;81;2-10;Sem informação;Avenida Dantas Barreto, 191, Edifício Santo Antônio Sala 317, Recife, Pernambuco
ARGAUTO MULTIMARCAS LTDA;Indústria automotiva;http://www.argautobsb.com.br;2-10;2010;RUA 14 NORTE LOTE 1 E 3 , SALA 201, BRASÍLIA, DF 71.909-720,
A-1 Assessoria de Marketing;Marketing e publicidade;51991377627;0;1994;Rua Tito Lívio Zambecari, 670, Porto Alegre, Rio Grande do Sul 90450-231,
RFM2 Imóveis;Imobiliário;http://www.rfm2.com.br;0-1;2018;São Paulo, São Paulo 04207-000,
PagoPay Brasil;Serviços financeiros;http://www.pagopay.com.br;0;2020;São Paulo, São Paulo
Atytude Esportes;Esportes;https://www.atytudefutevolei.com.br/;2-10;2019;Rio de Janeiro,
Connect Me Negócios e Soluções;Administração de serviços;http://www.connectme.com.br;2-10;2010;Rua Jair Hamms, 38, Atrium Offices - Sala 101B, Palhoça, SC 88137-084,
Solutions 4 Business;Logística e cadeia de suprimentos;https://www.solutions4business.com.br/;0;Sem informação;São Paulo, São Paulo
Opus My;Software;http://www.opusmy.com.br;0;2018;Sqsw 504 Bloco H, Cruzeiro, Distrito Federal 70673-507,
CRM SOLUÇÕES - Marketing e Vendas;Marketing e publicidade;https://www.crmsolucoesmktdigital.com/;0;2016;Rua Abrão Júlio Rahe, 989 - Centro, Campo Grande, MS 79020-190,
Asaf Consig Brasil;Serviços financeiros;http://www.asafconsigbrasil.com.br;2-10;2020;São Paulo, SP
OASIS PRIME LIMITED;Atendimento ao consumidor;Inclui;2-10;2020;Rua Químico Roberto Pinho, n.18, RIO DE JANEIRO, RJ 22795-085,
SOMA (+) Soluções Mobile Avançadas;Consultoria de gerenciamento;http://www.it-soma.com.br;0;2016;Rio de Janeiro
JADCRED;Bancos;http://jadcred.com.br;0;Sem informação;17 Tv. Higino Archetti - Centro, Franca, 14400-720,
Job For Model - Plataforma Digital E Intermediacao De Negocios Ltda.;Software;http://jobformodel.com;0;Sem informação;AVENIDA PAULISTA 171, 10º ANDAR, Sao Paulo, São Paulo 01311-000,
R E Invent Corretora Administradora De Seguros E Intermediacao Em Negocios De Certificacao Digital;Seguros;http://reinventcorretora.com.br;0;Sem informação;R E Invent Corretora De Seguros Dr Barcelos 1135 , Canoas, Rs 92310-200,
Bloco Inovação;Imobiliário;http://bloco.digital;2-10;2016;Florianópolis, Santa Catarina 88032-005,
Avaliei;Imobiliário;http://www.avaliei.com;2-10;2019;Rua Olimpíadas, 205, 9 Andar, São Paulo, São Paulo 04551000,
Casapê;Imobiliário;http://casape.com.br;0;2019;Avenida Sete de Setembro 1741, Porto Velho, Rondônia 76804-123,
Casapê;Imobiliário;http://casape.com.br;2-10;2019;Avenida Sete de Setembro 1741, Porto Velho, Rondônia 76804-123,
Casapê;Imobiliário;http://casape.com.br;2-10;2019;Avenida Sete de Setembro 1741, Porto Velho, Rondônia 76804-123,
Bley Performance Digital;Imobiliário;https://bleyperformancedigital.com.br;2-10;2020;Rua Marquês de Olinda 61, Rio de Janeiro, RJ 22251-040,
Rorato Imóveis;Imobiliário;http://www.roratoimoveis.com.br;2-10;2010;Sala 2, Bairro Centro, Passo Fundo, RS
Lucas Santiago;Imobiliário;https://www.bhmgimoveis.com.br/;2-10;Sem informação;Belo Horizonte,
Brazil Profit Investiments;Imobiliário;http://www.brazilprofit.com;0;2020;Blumenau, Santa Catarina
Transformação Digital;Tecnologia da informação e serviços;Principal;0;2021;Ribeirão Preto, SP 14000100,
MAGIT IT PARTNER;Tecnologia da informação e serviços;http://www.mag-it.com.br;51-200;2012;Avenida Presidente Vargas 1265, Ribeirão Preto, São Paulo
Transformação Digital SDC;Tecnologia da informação e serviços;https://sdc.com.br/industria-4-0/edge-computing/;0;1981;santo alberto, 381, sao paulo, São Paulo 04676-041,
SDC;Tecnologia da informação e serviços;https://www.sdc.com.br;11-50;1981;Rua Santo Alberto,381, São Paulo, SP 04676-041,
i9 PROCESS Transformação Digital;Tecnologia da informação e serviços;http://www.i9process.com.br;11-50;2006;Avenida José Rezende Costa 307, Uberlândia, Minas Gerais 38408-010,
